Statistic,Quarter,Area of Residence,UNIT,VALUE
Births Registered,2019Q2,Limerick County,Number,359
Births Registered,2019Q2,North Tipperary,Number,
Births Registered,2019Q2,South Tipperary,Number,
Births Registered,2019Q2,Tipperary,Number,410
Births Registered,2019Q2,Connacht,Number,1591
Births Registered,2019Q2,Galway City,Number,192
Births Registered,2019Q2,Leitrim,Number,107
Births Registered,2019Q2,Mayo,Number,367
Births Registered,2019Q2,Roscommon,Number,183
Births Registered,2019Q2,Sligo,Number,174
Births Registered,2019Q2,Galway County,Number,568
Births Registered,2019Q2,Ulster (pt),Number,853
Births Registered,2019Q2,Cavan,Number,224
Births Registered,2019Q2,Donegal,Number,439
Births Registered,2019Q2,Monaghan,Number,190
Births Registered,2019Q2,Outside the State,Number,11
Births Registered,2019Q3,State,Number,15379
Births Registered,2019Q3,Dublin City,Number,1776
Births Registered,2019Q3,Fingal,Number,1086
Births Registered,2019Q3,Dun Laoghaire Rathdown,Number,603
Births Registered,2019Q3,South Dublin,Number,1004
Births Registered,2019Q3,Leinster,Number,8826
Births Registered,2019Q3,Wicklow,Number,481
Births Registered,2019Q3,Carlow,Number,198
Births Registered,2019Q3,Kildare,Number,784
Births Registered,2019Q3,Kilkenny,Number,277
Births Registered,2019Q3,Laois,Number,263
Births Registered,2019Q3,Longford,Number,145
Births Registered,2019Q3,Louth,Number,453
Births Registered,2019Q3,Meath,Number,717
Births Registered,2019Q3,Offaly,Number,240
Births Registered,2019Q3,Westmeath,Number,337
Births Registered,2019Q3,Wexford,Number,462
Births Registered,2019Q3,Munster,Number,3931
Births Registered,2019Q3,Waterford County,Number,189
Births Registered,2019Q3,Waterford City,Number,174
Births Registered,2019Q3,Clare,Number,336
Births Registered,2019Q3,Cork City,Number,359
Births Registered,2019Q3,Cork County,Number,1367
Births Registered,2019Q3,Kerry,Number,405
Births Registered,2019Q3,Limerick City,Number,218
Births Registered,2019Q3,Limerick County,Number,426
Births Registered,2019Q3,North Tipperary,Number,
Births Registered,2019Q3,South Tipperary,Number,
Births Registered,2019Q3,Tipperary,Number,457
Births Registered,2019Q3,Connacht,Number,1662
Births Registered,2019Q3,Galway City,Number,244
Births Registered,2019Q3,Leitrim,Number,102
Births Registered,2019Q3,Mayo,Number,315
Births Registered,2019Q3,Roscommon,Number,224
Births Registered,2019Q3,Sligo,Number,183
Births Registered,2019Q3,Galway County,Number,594
Births Registered,2019Q3,Ulster (pt),Number,949
Births Registered,2019Q3,Cavan,Number,239
Births Registered,2019Q3,Donegal,Number,502
Births Registered,2019Q3,Monaghan,Number,208
Births Registered,2019Q3,Outside the State,Number,11
Births Registered,2019Q4,State,Number,14135
Births Registered,2019Q4,Dublin City,Number,1617
Births Registered,2019Q4,Fingal,Number,1011
Births Registered,2019Q4,Dun Laoghaire Rathdown,Number,611
Births Registered,2019Q4,South Dublin,Number,962
Births Registered,2019Q4,Leinster,Number,8172
Births Registered,2019Q4,Wicklow,Number,426
Births Registered,2019Q4,Carlow,Number,167
Births Registered,2019Q4,Kildare,Number,759
Births Registered,2019Q4,Kilkenny,Number,268
Births Registered,2019Q4,Laois,Number,281
Births Registered,2019Q4,Longford,Number,133
Births Registered,2019Q4,Louth,Number,386
Births Registered,2019Q4,Meath,Number,628
Births Registered,2019Q4,Offaly,Number,213
Births Registered,2019Q4,Westmeath,Number,262
Births Registered,2019Q4,Wexford,Number,448
Births Registered,2019Q4,Munster,Number,3529
Births Registered,2019Q4,Waterford County,Number,167
Births Registered,2019Q4,Waterford City,Number,138
Births Registered,2019Q4,Clare,Number,316
Births Registered,2019Q4,Cork City,Number,268
Births Registered,2019Q4,Cork County,Number,1252
Births Registered,2019Q4,Kerry,Number,369
Births Registered,2019Q4,Limerick City,Number,176
Births Registered,2019Q4,Limerick County,Number,402
Births Registered,2019Q4,North Tipperary,Number,
Births Registered,2019Q4,South Tipperary,Number,
Births Registered,2019Q4,Tipperary,Number,441
Births Registered,2019Q4,Connacht,Number,1640
Births Registered,2019Q4,Galway City,Number,216
Births Registered,2019Q4,Leitrim,Number,102
Births Registered,2019Q4,Mayo,Number,407
Births Registered,2019Q4,Roscommon,Number,188
Births Registered,2019Q4,Sligo,Number,177
Births Registered,2019Q4,Galway County,Number,550
Births Registered,2019Q4,Ulster (pt),Number,782
Births Registered,2019Q4,Cavan,Number,211
Births Registered,2019Q4,Donegal,Number,406
Births Registered,2019Q4,Monaghan,Number,165
Births Registered,2019Q4,Outside the State,Number,12
Births Registered,2020Q1,State,Number,14371
Births Registered,2020Q1,Dublin City,Number,1585
Births Registered,2020Q1,Fingal,Number,1047
Births Registered,2020Q1,Dun Laoghaire Rathdown,Number,602
Births Registered,2020Q1,South Dublin,Number,887
Births Registered,2020Q1,Leinster,Number,8145
Births Registered,2020Q1,Wicklow,Number,405
Births Registered,2020Q1,Carlow,Number,194
Births Registered,2020Q1,Kildare,Number,735
Births Registered,2020Q1,Kilkenny,Number,273
Births Registered,2020Q1,Laois,Number,252
Births Registered,2020Q1,Longford,Number,126
Births Registered,2020Q1,Louth,Number,414
Births Registered,2020Q1,Meath,Number,684
Births Registered,2020Q1,Offaly,Number,211
Births Registered,2020Q1,Westmeath,Number,260
Births Registered,2020Q1,Wexford,Number,470
Births Registered,2020Q1,Munster,Number,3755
Births Registered,2020Q1,Waterford County,Number,185
Births Registered,2020Q1,Waterford City,Number,158
Births Registered,2020Q1,Clare,Number,356
Births Registered,2020Q1,Cork City,Number,290
Births Registered,2020Q1,Cork County,Number,1270
Births Registered,2020Q1,Kerry,Number,381
Births Registered,2020Q1,Limerick City,Number,232
Births Registered,2020Q1,Limerick County,Number,424
Births Registered,2020Q1,North Tipperary,Number,
Births Registered,2020Q1,South Tipperary,Number,
Births Registered,2020Q1,Tipperary,Number,459
Births Registered,2020Q1,Connacht,Number,1553
Births Registered,2020Q1,Galway City,Number,203
Births Registered,2020Q1,Leitrim,Number,96
Births Registered,2020Q1,Mayo,Number,343
Births Registered,2020Q1,Roscommon,Number,201
Births Registered,2020Q1,Sligo,Number,176
Births Registered,2020Q1,Galway County,Number,534
Births Registered,2020Q1,Ulster (pt),Number,907
Births Registered,2020Q1,Cavan,Number,277
Births Registered,2020Q1,Donegal,Number,429
Births Registered,2020Q1,Monaghan,Number,201
Births Registered,2020Q1,Outside the State,Number,11
Births Registered,2020Q2,State,Number,13527
Births Registered,2020Q2,Dublin City,Number,1501
Births Registered,2020Q2,Fingal,Number,972
Births Registered,2020Q2,Dun Laoghaire Rathdown,Number,582
Births Registered,2020Q2,South Dublin,Number,826
Births Registered,2020Q2,Leinster,Number,7664
Births Registered,2020Q2,Wicklow,Number,382
Births Registered,2020Q2,Carlow,Number,175
Births Registered,2020Q2,Kildare,Number,691
Births Registered,2020Q2,Kilkenny,Number,255
Births Registered,2020Q2,Laois,Number,251
Births Registered,2020Q2,Longford,Number,122
Births Registered,2020Q2,Louth,Number,434
Births Registered,2020Q2,Meath,Number,576
Births Registered,2020Q2,Offaly,Number,198
Births Registered,2020Q2,Westmeath,Number,288
Births Registered,2020Q2,Wexford,Number,411
Births Registered,2020Q2,Munster,Number,3422
Births Registered,2020Q2,Waterford County,Number,184
Births Registered,2020Q2,Waterford City,Number,138
Births Registered,2020Q2,Clare,Number,307
Births Registered,2020Q2,Cork City,Number,264
Births Registered,2020Q2,Cork County,Number,1172
Births Registered,2020Q2,Kerry,Number,355
Births Registered,2020Q2,Limerick City,Number,145
Births Registered,2020Q2,Limerick County,Number,431
Births Registered,2020Q2,North Tipperary,Number,
Births Registered,2020Q2,South Tipperary,Number,
Births Registered,2020Q2,Tipperary,Number,426
Births Registered,2020Q2,Connacht,Number,1570
Births Registered,2020Q2,Galway City,Number,181
Births Registered,2020Q2,Leitrim,Number,113
Births Registered,2020Q2,Mayo,Number,389
Births Registered,2020Q2,Roscommon,Number,168
Births Registered,2020Q2,Sligo,Number,193
Births Registered,2020Q2,Galway County,Number,526
Births Registered,2020Q2,Ulster (pt),Number,866
Births Registered,2020Q2,Cavan,Number,281
Births Registered,2020Q2,Donegal,Number,389
Births Registered,2020Q2,Monaghan,Number,196
Births Registered,2020Q2,Outside the State,Number,5
Births Registered,2020Q3,State,Number,14477
Births Registered,2020Q3,Dublin City,Number,1631
Births Registered,2020Q3,Fingal,Number,986
Births Registered,2020Q3,Dun Laoghaire Rathdown,Number,589
Births Registered,2020Q3,South Dublin,Number,902
Births Registered,2020Q3,Leinster,Number,8115
Births Registered,2020Q3,Wicklow,Number,393
Births Registered,2020Q3,Carlow,Number,188
Births Registered,2020Q3,Kildare,Number,732
Births Registered,2020Q3,Kilkenny,Number,270
Births Registered,2020Q3,Laois,Number,239
Births Registered,2020Q3,Longford,Number,159
Births Registered,2020Q3,Louth,Number,386
Births Registered,2020Q3,Meath,Number,631
Births Registered,2020Q3,Offaly,Number,216
Births Registered,2020Q3,Westmeath,Number,313
Births Registered,2020Q3,Wexford,Number,480
Births Registered,2020Q3,Munster,Number,3893
Births Registered,2020Q3,Waterford County,Number,190
Births Registered,2020Q3,Waterford City,Number,168
Births Registered,2020Q3,Clare,Number,334
Births Registered,2020Q3,Cork City,Number,363
Births Registered,2020Q3,Cork County,Number,1375
Births Registered,2020Q3,Kerry,Number,420
Births Registered,2020Q3,Limerick City,Number,168
Births Registered,2020Q3,Limerick County,Number,404
Births Registered,2020Q3,North Tipperary,Number,
Births Registered,2020Q3,South Tipperary,Number,
Births Registered,2020Q3,Tipperary,Number,471
Births Registered,2020Q3,Connacht,Number,1530
Births Registered,2020Q3,Galway City,Number,210
Births Registered,2020Q3,Leitrim,Number,91
Births Registered,2020Q3,Mayo,Number,320
Births Registered,2020Q3,Roscommon,Number,204
Births Registered,2020Q3,Sligo,Number,189
Births Registered,2020Q3,Galway County,Number,516
Births Registered,2020Q3,Ulster (pt),Number,927
Births Registered,2020Q3,Cavan,Number,242
Births Registered,2020Q3,Donegal,Number,485
Births Registered,2020Q3,Monaghan,Number,200
Births Registered,2020Q3,Outside the State,Number,12
