"Statistic","Year","County","Sex","UNIT","VALUE"
"Median Weekly Earnings","2018","Offaly","Female","Euro","480"
"Median Weekly Earnings","2018","Westmeath","Both sexes","Euro","574.63"
"Median Weekly Earnings","2018","Westmeath","Male","Euro","639.87"
"Median Weekly Earnings","2018","Westmeath","Female","Euro","494.75"
"Median Weekly Earnings","2018","Wexford","Both sexes","Euro","522.98"
"Median Weekly Earnings","2018","Wexford","Male","Euro","583.79"
"Median Weekly Earnings","2018","Wexford","Female","Euro","448.76"
"Median Weekly Earnings","2018","Wicklow","Both sexes","Euro","600.22"
"Median Weekly Earnings","2018","Wicklow","Male","Euro","687.62"
"Median Weekly Earnings","2018","Wicklow","Female","Euro","512.78"
"Median Weekly Earnings","2018","Clare","Both sexes","Euro","582.35"
"Median Weekly Earnings","2018","Clare","Male","Euro","656.94"
"Median Weekly Earnings","2018","Clare","Female","Euro","507.29"
"Median Weekly Earnings","2018","Cork","Both sexes","Euro","602"
"Median Weekly Earnings","2018","Cork","Male","Euro","696.87"
"Median Weekly Earnings","2018","Cork","Female","Euro","506.18"
"Median Weekly Earnings","2018","Kerry","Both sexes","Euro","505.7"
"Median Weekly Earnings","2018","Kerry","Male","Euro","574.87"
"Median Weekly Earnings","2018","Kerry","Female","Euro","439.93"
"Median Weekly Earnings","2018","Limerick","Both sexes","Euro","579.69"
"Median Weekly Earnings","2018","Limerick","Male","Euro","650.27"
"Median Weekly Earnings","2018","Limerick","Female","Euro","502.88"
"Median Weekly Earnings","2018","Tipperary","Both sexes","Euro","549.51"
"Median Weekly Earnings","2018","Tipperary","Male","Euro","609.65"
"Median Weekly Earnings","2018","Tipperary","Female","Euro","478.27"
"Median Weekly Earnings","2018","Waterford","Both sexes","Euro","546.8"
"Median Weekly Earnings","2018","Waterford","Male","Euro","625.23"
"Median Weekly Earnings","2018","Waterford","Female","Euro","463.89"
"Median Weekly Earnings","2018","Galway","Both sexes","Euro","585.41"
"Median Weekly Earnings","2018","Galway","Male","Euro","635.44"
"Median Weekly Earnings","2018","Galway","Female","Euro","531.45"
"Median Weekly Earnings","2018","Leitrim","Both sexes","Euro","539.21"
"Median Weekly Earnings","2018","Leitrim","Male","Euro","580.99"
"Median Weekly Earnings","2018","Leitrim","Female","Euro","495.46"
"Median Weekly Earnings","2018","Mayo","Both sexes","Euro","532.86"
"Median Weekly Earnings","2018","Mayo","Male","Euro","593.1"
"Median Weekly Earnings","2018","Mayo","Female","Euro","470.02"
"Median Weekly Earnings","2018","Roscommon","Both sexes","Euro","560.9"
"Median Weekly Earnings","2018","Roscommon","Male","Euro","612.62"
"Median Weekly Earnings","2018","Roscommon","Female","Euro","500.54"
"Median Weekly Earnings","2018","Sligo","Both sexes","Euro","559.44"
"Median Weekly Earnings","2018","Sligo","Male","Euro","595.74"
"Median Weekly Earnings","2018","Sligo","Female","Euro","518.48"
"Median Weekly Earnings","2018","Cavan","Both sexes","Euro","540"
"Median Weekly Earnings","2018","Cavan","Male","Euro","595.16"
"Median Weekly Earnings","2018","Cavan","Female","Euro","471.97"
"Median Weekly Earnings","2018","Donegal","Both sexes","Euro","473.12"
"Median Weekly Earnings","2018","Donegal","Male","Euro","513.46"
"Median Weekly Earnings","2018","Donegal","Female","Euro","423.07"
"Median Weekly Earnings","2018","Monaghan","Both sexes","Euro","507.78"
"Median Weekly Earnings","2018","Monaghan","Male","Euro","549.44"
"Median Weekly Earnings","2018","Monaghan","Female","Euro","452.29"
